20260601 070700;30583;30584.75;30576.5;30583.75;570
20260601 070800;30583.75;30586;30577.5;30585.25;398
20260601 070900;30585.25;30588.75;30582.5;30584.5;348
20260601 071000;30583.75;30585.75;30580;30580;234
20260601 071100;30580.5;30586.75;30580;30582.75;428
20260601 071200;30583.5;30584.25;30577;30577.75;237
20260601 071300;30577.75;30581.5;30576.25;30577.25;234
20260601 071400;30577.75;30577.75;30565.5;30572;791
20260601 071500;30572.25;30572.5;30565.75;30571;423
20260601 071600;30571;30573.75;30566;30566.75;267
20260601 071700;30566.5;30567.75;30561.25;30561.5;462
20260601 071800;30561.25;30565;30554;30555.5;1057
20260601 071900;30555.5;30559.5;30552;30555.25;715
20260601 072000;30554.5;30554.5;30545.5;30554;1271
20260601 072100;30553.5;30554.5;30545.75;30551.5;848
20260601 072200;30551.5;30554;30548.75;30549.5;497
20260601 072300;30550.25;30550.75;30539.25;30541;1137
20260601 072400;30540.75;30544.75;30538.25;30539;572
20260601 072500;30539;30541.25;30536.75;30539.25;501
20260601 072600;30539;30539.25;30528.5;30530.75;1344
20260601 072700;30531.25;30534.5;30521.25;30523.75;1534
20260601 072800;30524;30528.75;30519.25;30525.75;899
20260601 072900;30526.25;30531.25;30511.25;30521.5;1935
20260601 073000;30521.25;30526.75;30521;30521.75;694
20260601 073100;30522;30531.75;30520.75;30527.75;728
20260601 073200;30527.5;30529.25;30520;30524.25;476
20260601 073300;30525;30527.5;30522.25;30523.5;355
20260601 073400;30524;30524;30518.75;30520.25;445
20260601 073500;30520.5;30529.25;30520.5;30526.75;409
20260601 073600;30527.5;30529.75;30523.25;30526.75;458
20260601 073700;30527;30528.75;30523.5;30528;217
20260601 073800;30528.25;30530.25;30525.75;30528.75;264
20260601 073900;30529.25;30529.25;30515;30518.5;947
20260601 074000;30518.75;30519.5;30503.25;30506.75;1381
20260601 074100;30506.75;30508;30495;30500.5;2079
20260601 074200;30500;30504.75;30489.75;30492.75;1537
20260601 074300;30491.75;30502;30486.5;30501.75;1105
20260601 074400;30500.25;30507.25;30494;30506.75;750
20260601 074500;30506.75;30508;30501;30501.5;640
20260601 074600;30501.25;30505.75;30495.5;30500.75;448
20260601 074700;30501;30504;30497.75;30501.25;344
20260601 074800;30501.5;30504.5;30491;30494;595
20260601 074900;30493.5;30500.75;30492.75;30499;409
20260601 075000;30499;30502.25;30498.25;30501;224
20260601 075100;30500.25;30512;30499.75;30511.25;752
20260601 075200;30511.5;30512.25;30497.25;30499.5;750
20260601 075300;30499.75;30499.75;30491.5;30496.75;557
